race_id,race_number,race_name,competition_id,competition_name,country,class_name,grade,tempo,distance_m,track_status,start_time_iso,field_size,active_field_size,selection_id,runner_number,runner_name,draw_number,jockey,trainer,trainer_location,weight_kg,age,sex,speed_rating,dry_rating,wet_rating,win_percentage,place_percentage,prize_money,career_starts,career_wins,career_seconds,career_thirds,good_starts,good_wins,soft_starts,soft_wins,heavy_starts,heavy_wins,distance_starts,distance_wins,track_starts,track_wins,first_up_starts,first_up_wins,second_up_starts,second_up_wins,horse_jockey_starts,horse_jockey_wins,last_six,form_fig,expected_settling_position,recent_runs_count,recent_wins,recent_places,recent_avg_place,recent_best_place,recent_avg_place_3,recent_avg_place_5,recent_win_rate_5,recent_top3_rate_5,recent_avg_margin,recent_best_margin,recent_avg_margin_3,recent_avg_starting_price,recent_same_distance_runs,recent_same_track_runs,recent_same_condition_runs,recent_days_since_last_run,recent_1_place,recent_1_total_runners,recent_1_time,recent_1_distance_m,recent_2_place,recent_2_total_runners,recent_2_time,recent_2_distance_m,recent_3_place,recent_3_total_runners,recent_3_time,recent_3_distance_m,recent_4_place,recent_4_total_runners,recent_4_time,recent_4_distance_m,recent_5_place,recent_5_total_runners,recent_5_time,recent_5_distance_m,recent_6_place,recent_6_total_runners,recent_6_time,recent_6_distance_m,open_price,fluc1,fluc2,sp_starting_price,live_price,price_quality,finish_place,result_code,status,is_winner,top3_mask,is_duplicate_runner,has_valid_live_price,race_total_runners,race_priced_runners,price_coverage,is_valid_field_size,has_valid_result_labels,condition_rating,speed_peak_same_distance,speed_avg_same_distance,speed_recent_weighted_distance_adjusted,speed_avg_nearby_distance,speed_consistency_std,speed_consistency,speed_sample_count_same_distance,speed_sample_count_nearby,speed_confidence,historical_speed_score,speed_feature_confidence,speed_feature_score,speed_feature_source,suitability_score,recent_place_quality_score,recent_form_score,connection_score,margin_score,freshness_score,class_score,market_rank,price_band,distance_band,has_sparse_recent_form,draw_bias_score,draw_bias_starts,draw_bias_win_rate,jockey_score,jockey_starts,jockey_win_rate,trainer_score,trainer_starts,trainer_win_rate,speed_score_norm,market_sanity_score,model_score,model_rank,raw_model_prob,model_prob,market_implied_prob,edge,edge_pct,price_vs_sp,stake,settlement_price,profit,profit_net
10146900,8,R8 Black Caviar Lightning,351,Flemington,Australia,Horses - Aus/NZ,,Fast,1000,Good (4),2026-02-14T05:10:00+00:00,8,8,1164720334,2,Baraqiel,5,Ben Allen,L & T Corstens & W Larkin,Flemington,58.5,7,g,71.0,94.0,94.0,61.54,92.31,1488025.0,13.0,8.0,1.0,3.0,9.0,6.0,4.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,13.0,8.0,3x112x,3x112x,Pace,6,3,5,2.3333333333333335,1.0,1.3333333333333333,2.6,0.4,0.8,1.9333333333333333,0.4,1.2333333333333334,4.733333333333333,2,1,6,141.0,2.0,10.0,01.10.01,1200.0,1.0,14.0,00.57.82,1000.0,1.0,7.0,00.58.92,1000.0,3.0,14.0,01.09.71,1200.0,6.0,12.0,01.09.25,1200.0,1.0,9.0,01.09.13,1200.0,9.0,9.0,9.5,9.0,9.5,FLUC2,4,P,finished,0,0,False,True,8,8,1.0,True,True,94.0,17.295053614666205,17.173970627292647,17.187924955633296,17.19093050327589,0.1265008892885136,0.7469982214229728,0.4,1.0,0.6493996442845946,17.187924955633296,0.6493996442845946,17.187924955633296,history,0.45714285714285713,0.9002719502719504,0.7047788322788324,0.5058823529411764,0.8566666666666668,0.1866666758046545,0.7838608199075102,5.0,9-12,sprint,False,0.2,1,0.0,0.14347826086956522,84,14.29,0.1464285714285714,48,14.58,0.5935889095920921,0.1207636862819446,0.5480828243831528,2.0,0.18132347894359704,0.18132347894359704,0.09150255688532366,0.08982092205827338,8.982092205827339,-0.5,1.0,9.5,-1.0,-1.0
10150515,6,R6 Brandt Community Cup (Bm62),217,Ballarat,Australia,Horses - Aus/NZ,,Fast,1600,Good (4),2026-02-14T05:26:00+00:00,18,9,1165085846,7,Sakakibara,2,Will Gordon,Symon Wilde,Warrnambool,58.5,4,m,43.0,79.0,79.0,100.0,100.0,17600.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1,Midfield,2,1,1,4.0,1.0,4.0,4.0,0.5,0.5,5.85,0.2,5.85,51.0,0,0,1,28.0,1.0,11.0,01.23.56,1400.0,7.0,8.0,00.49.90,800.0,,,,,,,,,,,,,,,,,7.5,10.0,11.0,10.0,11.0,FLUC2,3,P,finished,0,1,False,True,9,9,1.0,True,True,79.0,0.0,0.0,16.754427955959788,16.754427955959788,0.0,1.0,0.0,0.35,0.305,16.754427955959788,0.305,16.754427955959788,history,0.5333333333333333,0.5057142857142857,0.45785714285714285,0.32,0.405,0.6843528380186052,0.89761754387211,3.0,9-12,middle,False,0.16666666666666666,2,0.0,0.16484848484848486,157,16.56,0.13333333333333333,76,13.16,0.6005789977271146,0.10375922523210897,0.47388134893261485,2.0,0.16986798365952982,0.16986798365952982,0.07418402020004372,0.0956839634594861,9.56839634594861,-1.0,1.0,11.0,-1.0,-1.0
10146902,10,R10 Frances Tressady Stakes,351,Flemington,Australia,Horses - Aus/NZ,,Fast,1400,Good (4),2026-02-14T06:30:00+00:00,11,10,1164720389,10,Paradise City,11,Zac Spain,P G Moody & Katherine Coleman,Pakenham OC,56.0,5,m,43.0,96.0,96.0,26.09,43.48,312050.0,23.0,6.0,3.0,1.0,19.0,5.0,4.0,1.0,0.0,0.0,7.0,3.0,3.0,0.0,5.0,2.0,5.0,1.0,0.0,0.0,37x821,37x821,Midfield,6,1,3,4.166666666666667,1.0,3.6666666666666665,4.2,0.2,0.6,2.8166666666666664,0.3,2.0,6.3500000000000005,4,1,6,22.0,1.0,10.0,01.23.55,1400.0,2.0,12.0,01.22.20,1400.0,8.0,10.0,01.09.77,1200.0,7.0,10.0,01.23.09,1400.0,3.0,10.0,00.56.68,1000.0,4.0,9.0,01.22.62,1400.0,10.0,9.5,9.0,9.5,9.0,FLUC2,1,W,finished,1,1,False,True,10,10,1.0,True,True,96.0,17.0316301703163,16.873108847788284,16.914938047919748,16.999027794426194,0.16501179539873048,0.6699764092025391,0.75,1.0,0.8089952818405078,16.914938047919748,0.8089952818405078,16.914938047919748,history,0.27213488266119845,0.7529671717171718,0.5370711434622726,0.15,0.7850000000000001,0.7070282463325264,0.4475623218147462,5.0,9-12,middle,False,0.3333333333333333,5,40.0,0.08905109489051094,129,8.53,0.15,140,15.0,0.6873781784718411,0.12769142967261837,0.49253211612886977,2.0,0.1547571612648774,0.1547571612648774,0.09245423840942843,0.06230292285544897,6.2302922855448974,0.5,1.0,9.0,8.0,8.0
10150556,8,R8 Connectability (Bm68),520,Newcastle,Australia,Horses - Aus/NZ,,Fast,1250,Good (4),2026-02-14T06:35:00+00:00,11,9,1165093777,9,Athena's Treasure,5,Ben Looker,T S Howlett,Muswellbrook,56.5,4,m,9.0,85.0,85.0,50.0,50.0,49150.0,6.0,3.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,17x110,17x110,Backmarker,6,3,3,3.6666666666666665,1.0,4.0,3.6,0.6,0.6,2.5833333333333335,0.1,2.3333333333333335,8.85,2,0,4,21.0,10.0,14.0,01.10.54,1200.0,1.0,11.0,01.10.89,1200.0,1.0,11.0,00.57.86,1000.0,1.0,6.0,00.52.60,900.0,5.0,7.0,00.49.29,845.0,4.0,7.0,00.48.29,800.0,8.5,9.5,9.0,8.5,9.0,FLUC2,2,P,finished,0,1,False,True,9,9,1.0,True,True,85.0,0.0,0.0,17.002115793921398,17.04643339993823,0.09246848330901751,0.815063033381965,0.0,0.85,0.418012606676393,17.002115793921398,0.418012606676393,17.002115793921398,history,0.39999999999999997,0.666025641025641,0.574084249084249,0.37142857142857144,0.7616666666666667,0.7449999999999999,0.5381248126609037,5.0,9-12,sprint,False,0.18181818181818182,7,14.29,0.11794871794871795,70,11.43,0.05238095238095238,34,2.94,0.5631716168772674,0.12769142967261837,0.4927269804250963,1.0,0.19887238563899098,0.19887238563899098,0.09302477077667216,0.10584761486231882,10.584761486231882,-0.5,1.0,9.0,-1.0,-1.0
10146838,9,R9 Sportsbet Blackbook (Bm72),488,Morphettville,Australia,Horses - Aus/NZ,,Fast,1400,Good (3),2026-02-14T06:44:00+00:00,15,14,1164712000,7,Burning Bright,7,Taylor Johnstone,A J Gluyas,Morphettville,57.5,5,m,90.0,85.0,85.0,10.53,57.89,249775.0,38.0,4.0,10.0,8.0,23.0,4.0,14.0,0.0,1.0,0.0,2.0,0.0,12.0,2.0,5.0,0.0,3.0,0.0,10.0,2.0,2113x3,2113x3,Leader,6,2,6,2.0,1.0,2.3333333333333335,2.0,0.4,1.0,0.5333333333333333,0.1,0.9666666666666667,22.3,0,2,4,14.0,3.0,13.0,01.09.65,1200.0,3.0,8.0,02.36.92,2400.0,1.0,10.0,02.01.48,1950.0,1.0,12.0,02.01.89,1950.0,2.0,10.0,01.54.21,1800.0,2.0,12.0,02.01.28,1950.0,27.0,12.0,13.0,,13.0,FLUC2,10,L,finished,0,0,False,True,14,14,1.0,True,True,85.0,0.0,0.0,17.19742019961948,16.902655295565474,0.21303192661299344,0.5739361467740132,0.0,0.44999999999999996,0.24978722935480263,17.19742019961948,0.24978722935480263,17.19742019961948,history,0.19130434782608696,0.8545815295815296,0.7047907647907647,0.18571428571428572,0.8983333333333334,0.6037179173836846,0.4323933687842345,5.0,12-20,middle,False,0.2,1,0.0,0.05849056603773585,98,5.1,0.1159090909090909,80,11.25,0.6036941833464808,0.08719077600406398,0.4888517054060717,1.0,0.1284047719646881,0.1284047719646881,0.06226322813057054,0.06614154383411758,6.6141543834117575,,1.0,13.0,-1.0,-1.0
10146977,6,R6 Sportsbet Hcp (58),317,Darwin,Australia,Horses - Aus/NZ,,Not Available,1000,Good (3),2026-02-14T07:32:00+00:00,8,7,1164730579,4,Mlinzi,5,Deborah Barton,Philip Cole,Darwin,58.0,4,m,0.0,89.0,89.0,10.0,30.0,32550.0,10.0,1.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,52421x,52421x,Backmarker,6,1,3,3.6666666666666665,1.0,2.3333333333333335,2.8,0.2,0.6,4.583333333333333,0.2,1.9333333333333333,16.333333333333332,4,0,6,112.0,1.0,7.0,01.17.45,1300.0,2.0,7.0,01.03.51,1100.0,4.0,9.0,01.03.50,1100.0,2.0,5.0,00.57.32,1000.0,5.0,6.0,00.58.08,1000.0,8.0,11.0,01.15.25,1300.0,4.0,11.0,10.0,,10.0,FLUC2,5,L,finished,0,0,False,True,7,7,1.0,True,True,89.0,17.445917655268666,17.331774254631576,17.23418603314195,17.133352098958145,0.20885518544101575,0.5822896291179684,0.2,1.0,0.5164579258235937,17.23418603314195,0.5164579258235937,17.23418603314195,history,0.15714285714285714,0.7620833333333333,0.5496130952380952,0.32,0.7966666666666666,0.05335250502759799,0.3019020856259097,4.0,9-12,sprint,False,0.2,1,0.0,0.22857142857142856,41,24.39,0.11063829787234043,39,10.26,0.5023572657769599,0.11452871723033821,0.40898094453222567,2.0,0.23159691839125407,0.23159691839125407,0.08032986305341562,0.15126705533783846,15.126705533783847,,1.0,10.0,-1.0,-1.0
10168665,8,R8 Agraforum Zumsil Hcp,208,Ashburton,New Zealand,Horses - Aus/NZ,,Normal,1400,Soft (6),2026-02-20T03:04:00+00:00,10,10,1166883382,5,Candycane,6,Elen Nicholas,Ms T Rae,Riccarton Park,56.5,7,m,47.0,88.0,88.0,14.29,54.29,168362.0,35.0,5.0,7.0,7.0,17.0,3.0,14.0,2.0,4.0,0.0,16.0,2.0,3.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,145346,145346,,6,1,2,3.8333333333333335,1.0,4.333333333333333,4.4,0.0,0.2,2.6333333333333333,0.6,2.6,14.700000000000001,4,0,1,13.0,6.0,15.0,01.22.02,1400.0,4.0,14.0,01.09.59,1200.0,3.0,14.0,01.21.53,1400.0,5.0,12.0,01.21.27,1400.0,4.0,9.0,01.21.76,1400.0,1.0,10.0,01.09.51,1200.0,4.8,6.0,6.5,6.0,6.5,FLUC2,2,P,finished,0,1,False,True,10,10,1.0,True,True,88.0,17.22652885443583,17.12124755720744,17.14868199104272,17.159022662257556,0.07378802487992991,0.8524239502401402,0.7,1.0,0.820484790048028,17.14868199104272,0.820484790048028,17.14868199104272,history,0.20571428571428574,0.7203671328671329,0.4197633078128768,0.15,0.7100000000000001,0.6338698078319815,0.42887471243453595,4.0,6-9,middle,False,0.2,1,0.0,0.09759999999999999,117,9.4,0.09130434782608696,38,7.89,0.8537470100238067,0.1783172467583114,0.48605028718382864,1.0,0.19350176341726075,0.19350176341726075,0.12090231860290655,0.0725994448143542,7.2599444814354195,-0.5,1.0,6.5,-1.0,-1.0
10172356,6,R6 My Racehorse - It's Showtime (Bm66),590,Seymour,Australia,Horses - Aus/NZ,,Slow,1400,Good (4),2026-02-20T04:35:00+00:00,10,8,1167260540,4,Princess Toro,3,Harry Coffey,Archie Alexander,Ballarat,60.0,4,m,49.0,92.0,92.0,28.57,50.0,88860.0,14.0,4.0,1.0,2.0,10.0,3.0,2.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,138168,138168,Midfield,6,2,3,4.5,1.0,5.0,5.2,0.2,0.4,3.8166666666666664,0.2,4.566666666666666,18.666666666666668,6,0,6,28.0,8.0,10.0,01.23.55,1400.0,6.0,13.0,01.23.55,1400.0,1.0,9.0,01.24.39,1400.0,8.0,10.0,01.18.07,1307.0,3.0,13.0,01.16.07,1300.0,1.0,9.0,01.17.50,1300.0,5.0,9.0,8.5,8.0,8.5,FLUC2,4,P,finished,0,0,False,True,8,8,1.0,True,True,92.0,16.75643327348893,16.723075283324857,16.764107014276878,16.764107014276878,0.12347965119144082,0.7530406976171183,0.75,1.0,0.8256081395234237,16.764107014276878,0.8256081395234237,16.764107014276878,history,0.3072727272727273,0.5291666666666667,0.390719696969697,0.26666666666666666,0.5333333333333334,0.6379242665900339,0.4613526478960266,3.0,6-9,middle,False,0.2,1,0.0,0.12972972972972974,140,12.86,0.17358490566037735,45,17.78,0.6958986470618223,0.13543420169748907,0.44775384414527086,1.0,0.23513695463546774,0.23513695463546774,0.09398239857875475,0.141154556056713,14.1154556056713,-0.5,1.0,8.5,-1.0,-1.0
10172217,7,R7 Civium Property Group Canberra Cup Preview,271,Canberra,Australia,Horses - Aus/NZ,,Fast,2000,Good (4),2026-02-20T05:23:00+00:00,9,7,1167243964,3,Scarli Japali,8,Coriah Keatings,Anthony Warren,Canberra,56.0,5,m,54.0,95.0,95.0,18.18,50.0,134625.0,22.0,4.0,3.0,4.0,13.0,1.0,8.0,3.0,0.0,0.0,3.0,1.0,4.0,2.0,3.0,0.0,3.0,0.0,2.0,1.0,343814,343814,Off Pace,6,1,3,3.8333333333333335,1.0,4.333333333333333,4.0,0.2,0.4,2.8666666666666667,0.3,2.033333333333333,31.333333333333332,3,0,4,28.0,4.0,10.0,01.58.65,1900.0,1.0,11.0,01.57.26,1900.0,8.0,18.0,02.04.38,2000.0,3.0,8.0,03.31.24,3200.0,4.0,8.0,02.28.02,2400.0,3.0,8.0,02.26.62,2300.0,5.5,6.5,7.0,,7.0,FLUC2,5,L,finished,0,0,False,True,7,7,1.0,True,True,95.0,16.079755587715066,16.079755587715066,16.081682348965185,16.081392565411374,0.10266904036046381,0.7946619192790724,0.15,0.9,0.5039323838558145,16.081682348965185,0.5039323838558145,16.081682348965185,history,0.26373626373626374,0.7358543417366946,0.49750691224765764,0.26666666666666666,0.7816666666666667,0.610067123732891,0.4260673403086526,4.0,6-9,staying,False,0.2,1,0.0,0.18360655737704917,53,18.87,0.15294117647058825,26,15.38,0.43963771253423345,0.16529917950770462,0.41464798600074754,2.0,0.1719860600607625,0.1719860600607625,0.11988803977931542,0.05209802028144708,5.209802028144709,,1.0,7.0,-1.0,-1.0
10172355,8,R8 Jaclyn Symes - Member For Northern Victoria (Bm62),590,Seymour,Australia,Horses - Aus/NZ,,Fast,1200,Good (4),2026-02-20T05:50:00+00:00,15,10,1167260476,4,Lujaego,3,John Keating,Sylvia Thompson,Wodonga,60.0,4,m,84.0,91.0,91.0,50.0,50.0,24335.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5x1,5x1,Leader,2,1,1,3.0,1.0,3.0,3.0,0.5,0.5,3.4,2.3,3.4,11.5,2,0,1,12.0,1.0,11.0,01.08.17,1170.0,5.0,11.0,01.08.79,1170.0,,,,,,,,,,,,,,,,,9.5,11.0,10.0,10.0,10.0,FLUC2,2,P,finished,0,1,False,True,10,10,1.0,True,True,91.0,0.0,0.0,17.098521237502947,17.098521237502947,0.07626262044821608,0.8474747591035678,0.0,0.6,0.34949495182071355,17.098521237502947,0.34949495182071355,17.098521237502947,history,0.5555555555555556,0.6200000000000001,0.5225,0.15,0.5449999999999999,0.6472242467239175,0.5275101020031113,5.0,9-12,sprint,False,0.2,1,0.0,0.06470588235294118,26,3.85,0.06875,24,4.17,0.5999925337382386,0.11452871723033821,0.48176086135490764,2.0,0.13961040301704478,0.13961040301704478,0.0805462157146756,0.059064187302369175,5.9064187302369175,0.0,1.0,10.0,-1.0,-1.0
